time,nof_ue,dl_brate,ul_brate
1602996091820,0,0.0,0.0
1602996092069,0,0.0,0.0
1602996092319,0,0.0,0.0
1602996092569,0,0.0,0.0
1602996092819,0,0.0,0.0
1602996093069,0,0.0,0.0
1602996093319,0,0.0,0.0
1602996093569,0,0.0,0.0
1602996093819,0,0.0,0.0
1602996094069,0,0.0,0.0
1602996094319,0,0.0,0.0
1602996094569,0,0.0,0.0
1602996094819,1,1049.180298,230
1602996095069,1,3776.000000,57024.000000
1602996095319,1,5312.000000,76128.000000
1602996095569,1,23104.000000,77088.000000
1602996095819,1,16096.385742,47164.660156
1602996096069,1,26560.000000,0.0
1602996096319,1,42560.000000,0.0
1602996096569,1,5312.000000,23488.000000
1602996096819,1,10624.000000,0.0
1602996097069,1,15936.000000,0.0
1602996097319,1,21280.000000,0.0
1602996097569,1,10624.000000,0.0
1602996097819,1,23072.000000,23488.000000
1602996098069,1,15968.000000,0.0
1602996098319,1,10720.000000,0.0
1602996098569,1,32576.000000,23488.000000
1602996098819,1,5312.000000,0.0
1602996099069,1,23072.000000,0.0
1602996099319,1,16032.000000,0.0
1602996099569,1,21248.000000,23488.000000
1602996099819,1,5312.000000,0.0
1602996100069,1,27091.632812,16988.046875
1602996100319,1,21248.000000,0.0
1602996100569,1,10624.000000,23488.000000
1602996100819,1,26592.000000,0.0
1602996101069,1,5312.000000,0.0
1602996101319,1,5344.000000,0.0
1602996101569,1,15936.000000,40544.000000
1602996101819,1,0.0,0.0
1602996102069,1,26859.437500,0.0
1602996102319,1,10624.000000,0.0
1602996102569,1,26454.183594,40382.468750
1602996102819,1,5333.333496,0.0
1602996103069,1,11232.000000,0.0
1602996103319,1,11232.000000,17056.000000
1602996103569,1,5312.000000,23488.000000
1602996103819,1,15936.000000,0.0
1602996104069,1,21376.000000,0.0
1602996104319,1,5312.000000,0.0
1602996104569,1,10624.000000,23488.000000
1602996104819,1,16032.000000,0.0
1602996105069,1,5312.000000,0.0
1602996105319,1,5312.000000,0.0
1602996105569,1,5312.000000,0.0
1602996105819,1,15936.000000,23488.000000
1602996106069,1,5312.000000,0.0
1602996106319,1,5408.000000,0.0
1602996106569,1,15872.509766,23394.421875
1602996106819,1,37184.000000,0.0
1602996107069,1,21344.000000,17056.000000
1602996107319,1,10720.000000,0.0
1602996107569,1,0.0,0.0
1602996107819,1,21344.000000,23488.000000
1602996108069,1,11232.000000,0.0
1602996108319,1,5920.000000,0.0
1602996108569,1,11232.000000,23488.000000
1602996108819,1,10666.666992,0.0
1602996109069,1,15872.509766,0.0
1602996109319,1,16032.000000,0.0
1602996109569,1,11373.494141,23582.330078
1602996109819,1,10624.000000,0.0
1602996110069,1,5312.000000,0.0
1602996110319,1,0.0,0.0
1602996110569,1,5312.000000,17056.000000
1602996110819,1,21248.000000,6432.000000
1602996111069,1,11328.000000,0.0
1602996111319,1,15968.000000,0.0
1602996111569,1,11296.000000,23488.000000
1602996111819,1,0.0,0.0
1602996112069,1,15936.000000,0.0
1602996112319,1,5408.000000,0.0
1602996112569,1,10624.000000,23488.000000
1602996112819,1,15936.000000,0.0
1602996113069,1,5312.000000,0.0
1602996113319,1,15968.127930,0.0
1602996113569,1,0.0,0.0
1602996113819,1,15936.000000,23488.000000
1602996114069,1,16384.000000,0.0
1602996114319,1,16640.000000,0.0
1602996114569,1,5312.000000,23488.000000
1602996114819,1,5920.000000,0.0
1602996115069,1,16032.000000,0.0
1602996115319,1,5312.000000,0.0
