time,nof_ue,dl_brate,ul_brate
1602649179059,0,0.0,0.0
1602649179308,0,0.0,0.0
1602649179558,0,0.0,0.0
1602649179808,0,0.0,0.0
1602649180058,0,0.0,0.0
1602649180308,0,0.0,0.0
1602649180558,0,0.0,0.0
1602649180808,0,0.0,0.0
1602649181058,0,0.0,0.0
1602649181308,0,0.0,0.0
1602649181558,0,0.0,0.0
1602649181808,0,0.0,0.0
1602649182058,0,0.0,0.0
1602649182308,0,0.0,0.0
1602649182558,0,0.0,0.0
1602649182808,0,0.0,0.0
1602649183058,0,0.0,0.0
1602649183308,0,0.0,0.0
1602649183558,0,0.0,0.0
1602649183808,0,0.0,0.0
1602649184058,0,0.0,0.0
1602649184308,0,0.0,0.0
1602649184558,0,0.0,0.0
1602649184808,0,0.0,0.0
1602649185058,0,0.0,0.0
1602649185308,0,0.0,0.0
1602649185558,0,0.0,0.0
1602649185808,0,0.0,0.0
1602649186058,0,0.0,0.0
1602649186308,0,0.0,0.0
1602649186558,0,0.0,0.0
1602649186808,0,0.0,0.0
1602649187058,0,0.0,0.0
1602649187308,0,0.0,0.0
1602649187558,0,0.0,0.0
1602649187808,0,0.0,0.0
1602649188058,0,0.0,0.0
1602649188308,0,0.0,0.0
1602649188558,0,0.0,0.0
1602649188808,0,0.0,0.0
1602649189058,0,0.0,0.0
1602649189308,0,0.0,0.0
1602649189558,0,0.0,0.0
1602649189808,0,0.0,0.0
1602649190058,0,0.0,0.0
1602649190308,0,0.0,0.0
1602649190558,0,0.0,0.0
1602649190808,0,0.0,0.0
1602649191058,0,0.0,0.0
1602649191308,0,0.0,0.0
1602649191558,0,0.0,0.0
1602649191808,0,0.0,0.0
1602649192058,0,0.0,0.0
1602649192308,0,0.0,0.0
1602649192558,0,0.0,0.0
1602649192808,0,0.0,0.0
1602649193058,0,0.0,0.0
1602649193308,0,0.0,0.0
1602649193558,0,0.0,0.0
1602649193808,0,0.0,0.0
1602649194058,0,0.0,0.0
1602649194308,0,0.0,0.0
1602649194558,0,0.0,0.0
1602649194808,0,0.0,0.0
1602649195058,0,0.0,0.0
1602649195308,0,0.0,0.0
1602649195558,0,0.0,0.0
1602649195808,0,0.0,0.0
1602649196058,0,0.0,0.0
1602649196308,0,0.0,0.0
1602649196558,0,0.0,0.0
1602649196808,0,0.0,0.0
1602649197058,0,0.0,0.0
1602649197308,0,0.0,0.0
1602649197558,0,0.0,0.0
1602649197808,0,0.0,0.0
1602649198058,0,0.0,0.0
1602649198308,0,0.0,0.0
1602649198558,0,0.0,0.0
1602649198808,0,0.0,0.0
1602649199058,0,0.0,0.0
1602649199308,0,0.0,0.0
1602649199558,0,0.0,0.0
1602649199808,0,0.0,0.0
1602649200058,0,0.0,0.0
1602649200308,0,0.0,0.0
1602649200558,0,0.0,0.0
1602649200808,0,0.0,0.0
1602649201058,0,0.0,0.0
1602649201308,0,0.0,0.0
1602649201558,0,0.0,0.0
1602649201808,0,0.0,0.0
1602649202058,0,0.0,0.0
1602649202308,0,0.0,0.0
1602649202558,0,0.0,0.0
1602649202808,0,0.0,0.0
1602649203058,0,0.0,0.0
1602649203308,0,0.0,0.0
1602649203558,0,0.0,0.0
1602649203808,0,0.0,0.0
1602649204058,0,0.0,0.0
1602649204308,0,0.0,0.0
1602649204558,0,0.0,0.0
1602649204808,0,0.0,0.0
1602649205064,4,17285.191406,5181.318848
1602649205309,6,4186.915039,687
1602649205559,9,17392.222656,157907.546875
1602649205809,10,21491.613281,241257.296875
1602649206059,10,63488.000000,483872.000000
1602649206309,10,73056.000000,304992.000000
1602649206559,10,695008.000000,283008.000000
1602649206809,10,569285.125000,200385.546875
1602649207059,10,778135.437500,258262.953125
1602649207309,10,916832.000000,89120.000000
1602649207559,10,878528.000000,28448.000000
1602649207809,10,879072.000000,19872.000000
1602649208059,10,844928.000000,81600.000000
1602649208309,10,883488.000000,61024.000000
1602649208559,10,1193600.000000,125088.000000
1602649208809,10,1178400.000000,122304.000000
1602649209059,10,1046432.000000,86048.000000
1602649209309,10,1188576.000000,0.0
1602649209559,10,1227744.000000,55616.000000
1602649209809,10,1039424.000000,46240.000000
1602649210059,10,1190368.000000,105376.000000
1602649210309,10,1250304.000000,0.0
1602649210559,10,1442592.000000,53920.000000
1602649210809,10,1380608.000000,55968.000000
1602649211059,10,1376928.000000,45248.000000
