Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1602199581123,12,1010123456043,75,,1,0,8,1,2,,9.5625,16,0,0.0132048,7,0,14.5,,7.54545,22,0,0.1,9,0,0,16.3318,31,,4,34,,0,0,0,1.09091
1602199581373,11,1010123456043,75,,1,0,8,1,2,,16.6818,22,0,0.041992,9,0,15,,11.5143,35,0,0.12392,14,7.14286,0,18.4989,31,,0,46,,0,0,0,1.91429
