Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1602199581123,12,1010123456036,76,,1,2,2,1,2,,5.52941,17,0,0.00693976,7,0,15,,9.5,24,0,0.1,10,10,0,16.2946,31,,7,18,,0,0,0,2.08333
1602199581373,11,1010123456036,76,,1,2,2,1,2,,25.3756,197,329,0.33857,74,0,14.4,,7.26,50,0,0.153349,20,0,0,14.509,31,,94,170,,0,0,0,1.28
