Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1602199580873,11,1010123456041,72,,1,1,4,1,1,,8.5,8,0,0.004608,3,0,15,,10.3333,15,0,0.1,6,0,0,20.6823,31,,1,6,,0,0,0,1.26667
1602199581123,12,1010123456041,72,,1,1,4,1,1,,0,2,0,0.00195984,1,0,8.75,,9.6,5,0,0.1,2,0,0,24.6875,31,,0,4,,0,0,0,1.4
1602199581373,11,1010123456041,72,,1,1,4,1,1,,0,0,0,0,0,0,15,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
