time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached
0,0,0,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0,1,3400,-58,58,-481,1.3,26,0.27,2888.888916,0,0.0,0.0,33,222,0,0.0,0.0,0.0,1.0
1494,0,1,3400,-58,58,-467,2.5,26,0.50,0.0,0.0,27,0.0,33,0.0,0.0,0.0,0.0,0.0,1.0
1743,0,1,3400,-58,58,-465,0.87,26,0.50,2135.458252,0,27,5.5,0.0,23808.765625,0,0.0,0.0,0.0,1.0
1992,0,1,3400,-58,58,-466,1.8,26,0.50,896,0,27,1.4,18,0.0,80,0.0,0.0,0.0,1.0
2241,0,1,3400,-58,58,-464,5.0,25,0.50,8382.469727,0,27,0.87,0.0,17466.134766,0,0.0,0.0,0.0,1.0
2490,0,1,3400,-58,58,-465,12,25,0.50,7776.000000,0,27,0.0,186,7584.000000,0,0.0,0.0,0.0,1.0
2739,0,1,3400,-58,58,-467,9.4,25,0.50,14304.000000,0,27,0.0,0.0,36096.000000,0,0.0,0.0,0.0,1.0
2988,0,1,3400,-58,58,-467,14,25,0.50,15681.274414,0,27,0.0080,0.0,37513.945312,0,0.0,0.0,0.0,1.0
3237,0,1,3400,-58,58,-467,7.3,25,0.50,17376.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3486,0,1,3400,-58,58,-467,12,25,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3735,0,1,3400,-58,58,-465,12,25,0.50,10634.538086,0,27,0.0,0.0,10313.252930,0,0.0,0.0,0.0,1.0
3984,0,1,3400,-58,58,-463,10,25,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4233,0,1,3400,-58,58,-467,15,25,0.50,10624.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4482,0,1,3400,-58,58,-465,13,25,0.50,16254.980469,0,27,0.0,186,0.0,0.0,0.0,0.0,0.0,1.0
4731,0,1,3400,-58,58,-464,4.1,25,0.50,19392.000000,0,27,0.0,0.0,14592.000000,0,0.0,0.0,0.0,1.0
4980,0,1,3400,-58,58,-466,16,25,0.50,21344.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5229,0,1,3400,-58,58,-468,13,25,0.50,5609.561523,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5478,0,1,3400,-58,58,-467,13,25,0.50,43136.000000,0,27,0.0,186,0.0,0.0,0.0,0.0,0.0,1.0
5727,0,1,3400,-58,58,-467,5.1,25,0.50,10932.270508,0,27,0.0,0.0,12972.111328,0,0.0,0.0,0.0,1.0
5976,0,1,3400,-58,58,-470,6.8,25,0.50,11200.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6225,0,1,3400,-58,58,-469,16,25,0.64,10645.417969,20,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6474,0,1,3400,-58,58,-465,12,25,0.50,25024.000000,0,27,0.0,186,0.0,0.0,0.0,0.0,0.0,1.0
6723,0,1,3400,-58,58,-463,3.1,25,0.50,4047.808838,0,27,0.0,0.0,12972.111328,0,0.0,0.0,0.0,1.0
6972,0,1,3400,-58,58,-463,8.0,25,0.50,16928.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7221,0,1,3400,-58,58,-464,7.5,25,0.50,21513.943359,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7470,0,1,3400,-58,58,-465,1.7,25,0.50,6592.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7719,0,1,3400,-58,58,-465,16,25,0.50,22278.884766,0,27,0.0,0.0,15617.530273,0,0.0,0.0,0.0,1.0
7968,0,1,3400,-58,58,-467,13,25,0.50,27219.123047,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8217,0,1,3400,-58,58,-465,11,25,0.50,22752.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8466,0,1,3400,-58,58,-467,11,25,0.50,23649.402344,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8715,0,1,3400,-58,58,-468,10,25,0.50,15648.000000,0,27,0.0,0.0,8480.000000,0,0.0,0.0,0.0,1.0
8964,0,1,3400,-58,58,-467,17,25,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9213,0,1,3400,-58,58,-464,17,25,0.50,27712.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9462,0,1,3400,-58,58,-463,13,25,0.50,17179.283203,0,27,0.0,186,0.0,0.0,0.0,0.0,0.0,1.0
9711,0,1,3400,-58,58,-466,1.3,25,0.50,5152.000000,0,27,5.4,0.0,18848.000000,27,0.0,0.0,0.0,1.0
9960,0,1,3400,-58,58,-466,14,25,0.50,43232.000000,0,27,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10209,0,1,3400,-58,58,-467,8.7,25,0.50,26486.056641,0,27,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10458,0,1,3400,-58,58,-465,11,25,0.50,16835.341797,0,27,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10707,0,1,3400,-58,58,-463,9.5,25,0.50,0.0,0.0,27,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10956,0,1,3400,-58,58,-464,6.7,25,0.50,6176.000000,0,27,1.9,0.0,9888.000000,0,0.0,0.0,0.0,1.0
11205,0,1,3400,-58,58,-466,6.5,25,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
