time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached
0,0,0,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0,1,3400,-66,66,-1276.137939,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0,1,3400,-66,66,-1404.420776,1.3,22,0.22,2900.398438,0,0.0,0.0,33,223,0,0.0,0.0,0.0,1.0
1494,0,1,3400,-66,66,-1408.244019,2.0,22,0.25,0.0,0.0,27,0.0,33,0.0,0.0,0.0,0.0,0.0,1.0
1743,0,1,3400,-66,66,-1407.235229,4.0,22,0.46,8637.450195,0,27,10,36,112796.812500,0,0.0,0.0,0.0,1.0
1992,0,1,3400,-66,66,-1409.067139,4.1,21,0.50,19729.083984,0,27,12,0.0,56509.960938,0,0.0,0.0,0.0,1.0
2241,0,1,3400,-66,66,-1408.134277,13,21,0.50,37301.585938,0,27,12,0.0,58031.746094,0,0.0,0.0,0.0,1.0
2490,0,1,3400,-66,66,-1407.327271,9.2,20,0.50,37768.925781,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2739,0,1,3400,-65,65,-1402.558105,11,20,0.74,42613.546875,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2988,0,1,3400,-65,65,-1405.154541,12,20,0.72,25936.507812,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3237,0,1,3400,-65,65,-1405.759521,17,21,1.2,26326.693359,12,27,7.9,0.0,26167.330078,0,0.0,0.0,0.0,1.0
3486,0,1,3400,-65,65,-1406.662231,14,21,0.72,37545.816406,0,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3735,0,1,3400,-65,65,-1408.804565,15,22,0.66,30924.900391,0,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3984,0,1,3400,-66,66,-1410.327759,10.0,22,0.67,52685.257812,0,27,7.0,0.0,14342.629883,0,0.0,0.0,0.0,1.0
4233,0,1,3400,-66,66,-1408.438721,14,22,0.79,31968.126953,11,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4482,0,1,3400,-66,66,-1408.895874,9.9,21,0.82,46916.335938,0,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4731,0,1,3400,-66,66,-1407.735107,8.7,20,0.92,48063.746094,2,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4980,0,1,3400,-67,67,-1411.222046,13,21,1.1,25904.761719,14,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5229,0,1,3400,-67,67,-1409.461670,11,21,1.8,16541.832031,25,27,4.1,0.0,30215.138672,0,0.0,0.0,0.0,1.0
5478,0,1,3400,-67,67,-1405.124756,11,19,1.1,70119.523438,0,27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5727,0,1,3400,-67,67,-1404.306030,10,21,0.58,31873.015625,0,27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5976,0,1,3400,-67,67,-1406.791870,9.8,19,0.61,63139.441406,0,27,2.0,186,0.0,0.0,0.0,0.0,0.0,1.0
6225,0,1,3400,-67,67,-1411.599243,16,21,0.93,15394.421875,0,27,3.4,0.0,8764.940430,0,0.0,0.0,0.0,1.0
6474,0,1,3400,-67,67,-1406.559326,12,20,0.78,75174.601562,0,27,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6723,0,1,3400,-67,67,-1403.303101,12,20,1.2,56478.085938,5,27,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6972,0,1,3400,-68,68,-1404.282959,17,17,2.0,57402.390625,0,27,3.8,0.0,42486.054688,0,0.0,0.0,0.0,1.0
7221,0,1,3400,-68,68,-1407.160767,13,19,1.2,64888.890625,10,27,10,0.0,30857.142578,33,0.0,0.0,0.0,1.0
7470,0,1,3400,-68,68,-1409.986084,10,19,0.68,31458.167969,0,27,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7719,0,1,3400,-68,68,-1408.873413,8.4,19,0.85,46761.906250,0,27,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7968,0,1,3400,-68,68,-1408.687988,8.0,20,1.3,47043.824219,5,27,9.9,186,0.0,0.0,0.0,0.0,0.0,1.0
8217,0,1,3400,-68,68,-1409.727539,13,20,1.2,26326.693359,0,27,11,0.0,101545.820312,0,0.0,0.0,0.0,1.0
8466,0,1,3400,-68,68,-1408.569092,14,20,1.0,41587.300781,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8715,0,1,3400,-67,67,-1410.677734,10,20,0.87,47139.441406,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8964,0,1,3400,-67,67,-1413.395508,10,19,0.86,69896.414062,0,27,11,0.0,18422.310547,0,0.0,0.0,0.0,1.0
9213,0,1,3400,-67,67,-1415.221436,8.9,20,0.90,37650.792969,0,27,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9462,0,1,3400,-67,67,-1412.909912,17,21,1.3,25657.371094,0,27,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9711,0,1,3400,-66,66,-1411.378418,13,21,1.2,47936.253906,11,27,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9960,0,1,3400,-66,66,-1410.392700,12,21,1.2,23650.792969,7,27,1.5,186,0.0,0.0,0.0,0.0,0.0,1.0
10209,0,1,3400,-66,66,-1409.429443,4.4,20,0.60,33721.117188,0,27,9.4,0.0,111011.953125,13,0.0,0.0,0.0,1.0
10458,0,1,3400,-66,66,-1414.700684,17,20,1.4,31557.312500,12,27,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10707,0,1,3400,-66,66,-1413.645508,14,20,1.5,54310.757812,11,27,6.0,0.0,7171.314941,0,0.0,0.0,0.0,1.0
10956,0,1,3400,-66,66,-1413.754395,18,21,2.4,11328.000000,25,27,5.5,186,0.0,0.0,0.0,0.0,0.0,1.0
