time,nof_ue,dl_brate,ul_brate
1603240768847,0,0.0,0.0
1603240769097,0,0.0,0.0
1603240769347,0,0.0,0.0
1603240769597,0,0.0,0.0
1603240769847,0,0.0,0.0
1603240770097,0,0.0,0.0
1603240770347,0,0.0,0.0
1603240770597,0,0.0,0.0
1603240770847,0,0.0,0.0
1603240771097,0,0.0,0.0
1603240771347,0,0.0,0.0
1603240771597,0,0.0,0.0
1603240771847,0,0.0,0.0
1603240772097,0,0.0,0.0
1603240772347,0,0.0,0.0
1603240772597,0,0.0,0.0
1603240772847,0,0.0,0.0
1603240773097,0,0.0,0.0
1603240773347,0,0.0,0.0
1603240773597,0,0.0,0.0
1603240773847,0,0.0,0.0
1603240774097,0,0.0,0.0
1603240774347,0,0.0,0.0
1603240774597,0,0.0,0.0
1603240774847,0,0.0,0.0
1603240775097,0,0.0,0.0
1603240775347,0,0.0,0.0
1603240775597,0,0.0,0.0
1603240775847,0,0.0,0.0
1603240776097,0,0.0,0.0
1603240776347,0,0.0,0.0
1603240776597,0,0.0,0.0
1603240776847,0,0.0,0.0
1603240777097,0,0.0,0.0
1603240777347,0,0.0,0.0
1603240777597,0,0.0,0.0
1603240777847,0,0.0,0.0
1603240778097,0,0.0,0.0
1603240778347,0,0.0,0.0
1603240778597,0,0.0,0.0
1603240778847,0,0.0,0.0
1603240779097,0,0.0,0.0
1603240779347,0,0.0,0.0
1603240779597,0,0.0,0.0
1603240779847,0,0.0,0.0
1603240780097,0,0.0,0.0
1603240780347,0,0.0,0.0
1603240780597,0,0.0,0.0
1603240780847,0,0.0,0.0
1603240781097,0,0.0,0.0
1603240781347,0,0.0,0.0
1603240781597,0,0.0,0.0
1603240781847,0,0.0,0.0
1603240782097,0,0.0,0.0
1603240782347,0,0.0,0.0
1603240782597,0,0.0,0.0
1603240782847,0,0.0,0.0
1603240783097,0,0.0,0.0
1603240783347,0,0.0,0.0
1603240783597,0,0.0,0.0
1603240783847,0,0.0,0.0
