time,nof_ue,dl_brate,ul_brate
1604119857873,0,0.0,0.0
1604119858123,0,0.0,0.0
1604119858373,0,0.0,0.0
1604119858623,0,0.0,0.0
1604119858873,0,0.0,0.0
1604119859123,0,0.0,0.0
1604119859372,0,0.0,0.0
1604119859623,0,0.0,0.0
1604119859873,0,0.0,0.0
1604119860123,0,0.0,0.0
1604119860373,0,0.0,0.0
1604119860623,0,0.0,0.0
1604119860873,0,0.0,0.0
1604119861123,0,0.0,0.0
1604119861373,0,0.0,0.0
1604119861623,0,0.0,0.0
1604119861873,0,0.0,0.0
1604119862123,0,0.0,0.0
1604119862373,0,0.0,0.0
1604119862623,0,0.0,0.0
1604119862873,0,0.0,0.0
1604119863123,0,0.0,0.0
1604119863373,0,0.0,0.0
1604119863623,0,0.0,0.0
1604119863873,0,0.0,0.0
1604119864123,0,0.0,0.0
1604119864372,0,0.0,0.0
1604119864622,0,0.0,0.0
1604119864872,0,0.0,0.0
1604119865122,0,0.0,0.0
1604119865372,0,0.0,0.0
1604119865622,0,0.0,0.0
1604119865872,0,0.0,0.0
1604119866123,0,0.0,0.0
1604119866373,0,0.0,0.0
1604119866623,0,0.0,0.0
1604119866873,0,0.0,0.0
1604119867123,0,0.0,0.0
1604119867373,0,0.0,0.0
1604119867623,0,0.0,0.0
1604119867873,0,0.0,0.0
1604119868123,0,0.0,0.0
1604119868373,0,0.0,0.0
1604119868623,0,0.0,0.0
1604119868873,0,0.0,0.0
1604119869123,0,0.0,0.0
1604119869373,0,0.0,0.0
1604119869623,0,0.0,0.0
1604119869873,0,0.0,0.0
1604119870123,0,0.0,0.0
1604119870373,0,0.0,0.0
1604119870623,0,0.0,0.0
1604119870872,0,0.0,0.0
1604119871122,0,0.0,0.0
1604119871372,0,0.0,0.0
1604119871622,0,0.0,0.0
1604119871872,0,0.0,0.0
1604119872122,0,0.0,0.0
1604119872372,0,0.0,0.0
1604119872623,0,0.0,0.0
1604119872872,0,0.0,0.0
1604119873123,0,0.0,0.0
1604119873373,0,0.0,0.0
1604119873623,0,0.0,0.0
1604119873873,0,0.0,0.0
1604119874123,0,0.0,0.0
1604119874373,0,0.0,0.0
1604119874623,0,0.0,0.0
1604119874873,0,0.0,0.0
1604119875123,0,0.0,0.0
