time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached
0,0,0,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0,1,3400,-59,59,437,1.6,26,0.34,2912.000000,0,0.0,0.0,33,224,0,0.0,0.0,0.0,1.0
1494,0,1,3400,-59,59,446,2.5,27,0.50,0.0,0.0,27,0.0,33,0.0,0.0,0.0,0.0,0.0,1.0
1743,0,1,3400,-59,59,446,3.0,26,0.50,1984.000000,0,27,11,24,13248.000000,0,0.0,0.0,0.0,1.0
1992,0,1,3400,-59,59,447,5.5,26,0.50,7136.000000,0,27,8.1,36,62336.000000,0,0.0,0.0,0.0,1.0
2241,0,1,3400,-59,59,443,15,26,0.50,283840.000000,0,27,14,0.0,244192.000000,8,0.0,0.0,0.0,1.0
2490,0,1,3400,-59,59,446,13,26,0.50,1045824.000000,0,27,15,0.0,81344.000000,20,0.0,0.0,0.0,1.0
2739,0,1,3400,-59,59,447,18,26,0.52,969728.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2988,0,1,3400,-59,59,445,22,25,0.53,981301.187500,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3237,0,1,3400,-59,59,446,21,24,0.51,982144.000000,0,27,13,0.0,54848.000000,8,0.0,0.0,0.0,1.0
3486,0,1,3400,-59,59,445,20,24,0.53,989216.000000,0,27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3735,0,1,3400,-59,59,444,20,24,0.50,969472.000000,0,27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3984,0,1,3400,-59,59,447,20,24,0.50,1007552.000000,0,27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4233,0,1,3400,-59,59,446,21,24,0.51,992224.000000,0,27,0.95,0.0,34368.000000,0,0.0,0.0,0.0,1.0
4482,0,1,3400,-59,59,446,20,25,0.52,980096.000000,0.5,27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4731,0,1,3400,-59,59,446,20,24,0.50,987537.875000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4980,0,1,3400,-59,59,446,22,25,0.53,1002080.000000,0,27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5229,0,1,3400,-59,59,445,18,24,0.50,985856.000000,0,27,0.016,0.0,32416.000000,0,0.0,0.0,0.0,1.0
5478,0,1,3400,-59,59,446,21,24,0.52,992864.000000,0,27,0.064,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5727,0,1,3400,-59,59,446,21,24,0.51,968384.000000,0,27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5976,0,1,3400,-59,59,445,20,24,0.53,986624.000000,0,27,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6225,0,1,3400,-59,59,443,21,24,0.51,996416.000000,0,27,1.8,0.0,10976.000000,32,0.0,0.0,0.0,1.0
6474,0,1,3400,-59,59,443,20,24,0.50,987936.000000,0,27,0.0,0.0,4704.000000,0,0.0,0.0,0.0,1.0
6723,0,1,3400,-59,59,445,21,24,0.52,1002432.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6972,0,1,3400,-59,59,447,20,24,0.51,981344.000000,0,27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7221,0,1,3400,-59,59,446,21,24,0.52,989568.000000,0,27,0.15,0.0,30048.000000,0,0.0,0.0,0.0,1.0
7470,0,1,3400,-59,59,446,21,24,0.51,987552.000000,0,27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7719,0,1,3400,-59,59,444,20,24,0.51,986464.000000,0,27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7968,0,1,3400,-59,59,446,21,24,0.55,983680.000000,0,27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8217,0,1,3400,-59,59,446,22,24,0.53,988032.000000,0,27,0.19,0.0,34656.000000,0,0.0,0.0,0.0,1.0
8466,0,1,3400,-59,59,446,21,24,0.52,981408.000000,0,27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8715,0,1,3400,-59,59,447,20,24,0.55,983648.000000,0.9,27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8964,0,1,3400,-59,59,443,20,24,0.51,995104.000000,0,27,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9213,0,1,3400,-59,59,446,20,24,0.52,988320.000000,0,27,1.1,0.0,35008.000000,3,0.0,0.0,0.0,1.0
9462,0,1,3400,-59,59,447,21,24,0.51,998368.000000,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9711,0,1,3400,-59,59,446,21,24,0.57,990843.375000,0,27,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9960,0,1,3400,-59,59,447,20,24,0.50,978144.000000,0,27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10209,0,1,3400,-59,59,448,20,24,0.51,1010048.000000,0,27,1.1,0.0,27360.000000,0,0.0,0.0,0.0,1.0
10458,0,1,3400,-59,59,447,21,24,0.52,977728.000000,0.5,27,0.064,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10707,0,1,3400,-59,59,446,20,24,0.50,987872.000000,0,27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10956,0,1,3400,-59,59,444,21,24,0.52,985984.000000,0,27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11205,0,1,3400,-59,59,443,21,24,0.52,974023.875000,0,27,0.73,0.0,43824.703125,9,0.0,0.0,0.0,1.0
11454,0,1,3400,-59,59,446,21,24,0.52,1003008.000000,0,27,6.1,0.0,11936.000000,0,0.0,0.0,0.0,1.0
