Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1602285171547,9,1010123456015,72,,1,2,2,1,0,,10.625,8,0,0.004608,3,0,10,,9.2,15,0,0.1,6,0,0,17.1922,31,,4,6,,0,0,0,1.2
1602285171797,9,1010123456015,72,,1,2,2,1,0,,15.7073,41,0,0.03424,16,0,11.25,,9.87013,77,0,0.160064,30,33.3333,0,10.635,31,,84,88,,0,0,0,4.36364
