time,nof_ue,dl_brate,ul_brate
1603006391141,0,0.0,0.0
1603006391391,0,0.0,0.0
1603006391641,0,0.0,0.0
1603006391891,0,0.0,0.0
1603006392141,0,0.0,0.0
1603006392391,0,0.0,0.0
1603006392641,0,0.0,0.0
1603006392891,0,0.0,0.0
1603006393142,1,1294.117676,275
1603006393391,1,2880.000000,38400.000000
1603006393641,1,6232.931641,95132.531250
1603006393891,1,7104.000000,41568.000000
1603006394141,1,20608.000000,76480.000000
1603006394391,1,15456.000000,23488.000000
1603006394641,1,25760.000000,0.0
1603006394891,1,10304.000000,0.0
1603006395141,1,36064.000000,23488.000000
1603006395391,1,30912.000000,0.0
1603006395641,1,5152.000000,0.0
1603006395891,1,15456.000000,23488.000000
1603006396141,1,20608.000000,17056.000000
1603006396391,1,15456.000000,0.0
1603006396641,1,5152.000000,0.0
1603006396891,1,25760.000000,0.0
1603006397141,1,10304.000000,23488.000000
1603006397391,1,25760.000000,0.0
1603006397641,1,15456.000000,0.0
1603006397891,1,10304.000000,0.0
1603006398141,1,20608.000000,23488.000000
1603006398391,1,15456.000000,0.0
1603006398641,1,15456.000000,0.0
1603006398891,1,15456.000000,23488.000000
1603006399141,1,15456.000000,0.0
1603006399391,1,20525.896484,0.0
1603006399641,1,20608.000000,0.0
1603006399891,1,15456.000000,0.0
1603006400141,1,10345.381836,23582.330078
1603006400391,1,0.0,0.0
1603006400641,1,15456.000000,0.0
1603006400891,1,5152.000000,17056.000000
1603006401141,1,25760.000000,6432.000000
1603006401391,1,5152.000000,0.0
1603006401641,1,30912.000000,0.0
1603006401891,1,5152.000000,0.0
1603006402141,1,5152.000000,23488.000000
1603006402391,1,10304.000000,0.0
1603006402641,1,5152.000000,0.0
1603006402891,1,15456.000000,23488.000000
1603006403141,1,20608.000000,0.0
1603006403391,1,5152.000000,0.0
1603006403641,1,15456.000000,0.0
1603006403891,1,10304.000000,0.0
1603006404141,1,5152.000000,23488.000000
1603006404391,1,10304.000000,0.0
1603006404641,1,5152.000000,0.0
1603006404891,1,15456.000000,17056.000000
1603006405141,1,0.0,6432.000000
1603006405391,1,10304.000000,0.0
1603006405641,1,15456.000000,0.0
1603006405891,1,35920.320312,23394.421875
1603006406141,1,20608.000000,0.0
1603006406391,1,5152.000000,0.0
1603006406641,1,0.0,0.0
1603006406891,1,20608.000000,23488.000000
1603006407141,1,10304.000000,0.0
1603006407391,1,5152.000000,0.0
1603006407641,1,15456.000000,0.0
1603006407891,1,5152.000000,0.0
1603006408141,1,15456.000000,23488.000000
1603006408391,1,20608.000000,0.0
1603006408641,1,10304.000000,0.0
1603006408891,1,5152.000000,0.0
1603006409141,1,5152.000000,23488.000000
1603006409391,1,0.0,0.0
1603006409641,1,5152.000000,0.0
1603006409891,1,20608.000000,23488.000000
1603006410141,1,10304.000000,0.0
1603006410391,1,15456.000000,0.0
1603006410641,1,10304.000000,0.0
1603006410891,1,5152.000000,17056.000000
1603006411141,1,10304.000000,6432.000000
1603006411391,1,10304.000000,0.0
1603006411641,1,10304.000000,0.0
1603006411891,1,10304.000000,0.0
1603006412141,1,10304.000000,23488.000000
1603006412391,1,10304.000000,0.0
1603006412641,1,5131.474121,0.0
1603006412891,1,10304.000000,23488.000000
1603006413141,1,15646.585938,0.0
1603006413391,1,15456.000000,0.0
1603006413641,1,5152.000000,0.0
1603006413891,1,10304.000000,17056.000000
1603006414141,1,10304.000000,6432.000000
1603006414391,1,10304.000000,0.0
1603006414641,1,0.0,0.0
1603006414891,1,20608.000000,23488.000000
1603006415141,1,22912.000000,17056.000000
1603006415391,1,13408.000000,0.0
1603006415641,1,10304.000000,0.0
1603006415891,1,20608.000000,23488.000000
1603006416141,1,15456.000000,0.0
1603006416391,1,10304.000000,0.0
1603006416641,1,5152.000000,0.0
1603006416891,1,15456.000000,17056.000000
1603006417142,5,35224.542969,9620.748047
1603006417392,6,16100.812500,77093.054688
1603006417642,8,33595.980469,203910.125000
1603006417892,10,1410197.250000,414757.625000
1603006418142,11,2054553.125000,73893.507812
1603006418392,11,1567520.000000,85344.000000
1603006418642,10,2297536.000000,172128.000000
1603006418892,10,2640736.000000,256896.000000
1603006419142,10,3141548.250000,128965.484375
1603006419392,10,2582519.250000,71903.617188
1603006419642,10,2685664.000000,26144.000000
1603006419892,10,3225216.000000,185216.000000
1603006420142,10,2906336.000000,0.0
1603006420392,10,3345792.000000,14592.000000
1603006420642,10,2175200.000000,54592.000000
1603006420892,10,2562336.000000,148192.000000
1603006421142,10,2660320.000000,45632.000000
1603006421392,10,2885280.000000,14592.000000
1603006421642,10,2416416.000000,140608.000000
1603006421892,10,2649376.000000,125888.000000
1603006422142,10,2758560.000000,0.0
1603006422392,10,3210656.000000,15776.000000
1603006422642,10,3536768.000000,44672.000000
1603006422892,10,3174368.000000,111584.000000
1603006423142,10,2656288.000000,15616.000000
1603006423392,10,2560832.000000,30048.000000
1603006423642,10,2904000.000000,80416.000000
1603006423892,10,3145760.000000,241568.000000
1603006424141,10,3217568.000000,0.0
1603006424392,10,3636544.000000,13952.000000
1603006424642,10,2884224.000000,22400.000000
1603006424892,10,3047712.000000,275488.000000
1603006425142,10,3172064.000000,19328.000000
1603006425392,10,2594272.000000,14592.000000
1603006425642,10,3251008.000000,30560.000000
1603006425892,10,2322299.250000,97369.500000
1603006426142,10,2607578.000000,10048.000000
1603006426392,10,3023310.750000,14650.602539
1603006426642,10,3304256.000000,39776.000000
1603006426892,10,3285184.000000,73696.000000
1603006427142,10,2795424.000000,30944.000000
1603006427392,10,2220512.000000,13184.000000
1603006427642,10,2066784.000000,58080.000000
1603006427892,10,3360928.000000,158208.000000
1603006428142,10,3256832.000000,0.0
1603006428392,10,2927360.000000,0.0
1603006428642,10,3097312.000000,73440.000000
1603006428892,10,3005952.000000,149920.000000
1603006429142,10,2812992.000000,14592.000000
1603006429392,10,2847904.000000,0.0
1603006429642,10,2672128.000000,72832.000000
1603006429892,10,2701568.000000,111616.000000
1603006430142,10,3162880.000000,41792.000000
1603006430392,10,2357888.000000,20384.000000
1603006430642,10,2596928.000000,83712.000000
1603006430892,10,2852384.000000,149088.000000
1603006431142,10,2450944.000000,52768.000000
1603006431392,10,2580896.000000,28640.000000
1603006431642,10,2720448.000000,41824.000000
1603006431892,10,3108160.000000,79552.000000
1603006432142,10,3168992.000000,0.0
1603006432392,10,2826016.000000,13024.000000
1603006432642,10,2631712.000000,40640.000000
1603006432892,10,3363264.000000,198208.000000
1603006433142,10,2447424.000000,0.0
1603006433392,10,2327264.000000,27072.000000
1603006433642,10,2098336.000000,34688.000000
1603006433892,10,2693792.000000,138240.000000
1603006434142,10,2855648.000000,0.0
1603006434392,10,2869696.000000,13024.000000
1603006434642,10,2893664.000000,55424.000000
1603006434892,10,2287872.000000,200704.000000
1603006435142,10,3128960.000000,0.0
1603006435392,10,3053760.000000,31008.000000
1603006435642,10,3149024.000000,29536.000000
1603006435892,10,2525440.000000,148768.000000
1603006436142,10,2778176.000000,31648.000000
1603006436392,10,3165024.000000,32000.000000
1603006436642,10,2604672.000000,32032.000000
1603006436892,10,2766848.000000,103392.000000
1603006437142,10,2943808.000000,21504.000000
1603006437392,10,2879264.000000,35456.000000
1603006437642,10,2687904.000000,46176.000000
1603006437892,10,2865856.000000,137632.000000
1603006438142,10,2842656.000000,0.0
1603006438392,10,2731936.000000,25760.000000
1603006438642,10,3477952.000000,31168.000000
1603006438892,10,2633468.250000,262382.531250
1603006439142,10,2843870.500000,38865.218750
1603006439392,10,3354592.000000,14080.000000
1603006439642,10,2720320.000000,95648.000000
1603006439891,10,2556832.000000,158848.000000
1603006440142,10,2262432.000000,0.0
1603006440392,10,2714464.000000,14048.000000
1603006440642,10,2530336.000000,58528.000000
1603006440892,10,3211872.000000,214080.000000
1603006441142,10,2905568.000000,0.0
1603006441392,10,3116064.000000,14592.000000
1603006441642,10,2506016.000000,79232.000000
1603006441892,10,2821344.000000,225632.000000
1603006442142,10,3133664.000000,70656.000000
1603006442392,10,2699904.000000,17344.000000
1603006442642,10,3002592.000000,59200.000000
1603006442892,10,2992928.000000,151008.000000
1603006443142,10,2594112.000000,13952.000000
1603006443392,10,2806912.000000,17056.000000
1603006443642,10,3153696.000000,57024.000000
1603006443892,10,3198176.000000,112928.000000
1603006444142,10,2628928.000000,3744.000000
1603006444392,10,2958848.000000,52128.000000
1603006444642,10,2804800.000000,21056.000000
1603006444892,10,2287456.000000,128032.000000
1603006445142,10,2897504.000000,13184.000000
1603006445392,10,2587232.000000,1568.000000
1603006445642,10,2851072.000000,62848.000000
1603006445892,10,2230080.000000,117408.000000
1603006446142,10,3175648.000000,0.0
1603006446392,10,3077024.000000,14592.000000
1603006446642,10,2679872.000000,48032.000000
1603006446892,10,3083104.000000,147456.000000
1603006447142,10,3139712.000000,13024.000000
1603006447392,10,2222528.000000,35616.000000
1603006447642,10,2454912.000000,44768.000000
1603006447892,10,2753824.000000,178848.000000
1603006448142,10,2306272.000000,62016.000000
1603006448392,10,2726112.000000,14592.000000
1603006448642,10,2914176.000000,22560.000000
1603006448892,10,2994592.000000,68992.000000
1603006449142,10,2088832.000000,61280.000000
1603006449392,10,3230912.000000,18816.000000
1603006449642,10,3100800.000000,56352.000000
1603006449892,10,2499552.000000,108448.000000
1603006450142,10,3102976.000000,0.0
1603006450392,10,2542400.000000,27616.000000
1603006450642,10,2890528.000000,43776.000000
1603006450892,10,3405664.000000,92128.000000
1603006451142,10,2549408.000000,16160.000000
1603006451392,10,2216032.000000,58528.000000
1603006451642,10,2604736.000000,63808.000000
1603006451892,10,2718912.000000,88480.000000
1603006452142,10,3244928.000000,3392.000000
1603006452392,10,2998624.000000,24288.000000
1603006452642,10,3369760.000000,69664.000000
1603006452892,10,2988960.000000,181632.000000
1603006453142,10,2842688.000000,0.0
1603006453392,10,2718816.000000,32928.000000
1603006453642,10,2072000.000000,43776.000000
1603006453892,10,2960480.000000,153472.000000
1603006454142,10,3204640.000000,1568.000000
1603006454392,10,2798208.000000,14592.000000
1603006454642,10,2906976.000000,66528.000000
1603006454892,10,2190592.000000,135200.000000
1603006455142,10,1733280.000000,0.0
1603006455392,10,3572096.000000,29024.000000
1603006455642,10,2805056.000000,48800.000000
1603006455892,10,3274592.000000,249344.000000
1603006456142,10,2649792.000000,11776.000000
1603006456392,10,2667488.000000,0.0
1603006456642,10,2409248.000000,71808.000000
1603006456892,10,2439296.000000,154240.000000
1603006457142,10,2836608.000000,13504.000000
1603006457392,10,3070464.000000,13024.000000
1603006457642,10,2646208.000000,59680.000000
