time,nof_ue,dl_brate,ul_brate
1602721156386,0,0.0,0.0
1602721156636,0,0.0,0.0
1602721156886,0,0.0,0.0
1602721157136,0,0.0,0.0
1602721157386,0,0.0,0.0
1602721157636,0,0.0,0.0
1602721157886,0,0.0,0.0
1602721158136,0,0.0,0.0
1602721158386,0,0.0,0.0
1602721158636,0,0.0,0.0
1602721158886,0,0.0,0.0
1602721159136,0,0.0,0.0
1602721159386,0,0.0,0.0
1602721159636,1,1570.552124,344
1602721159886,1,1856.000000,19520.000000
1602721160136,1,7456.000000,113632.000000
1602721160386,1,7104.000000,174656.000000
1602721160636,1,10304.000000,23488.000000
1602721160886,1,20608.000000,217024.000000
1602721161136,1,15456.000000,0.0
1602721161386,1,15456.000000,23488.000000
1602721161636,1,25760.000000,0.0
1602721161886,1,5152.000000,0.0
1602721162136,1,20608.000000,0.0
1602721162386,1,20608.000000,23488.000000
1602721162636,1,15456.000000,0.0
1602721162886,1,10304.000000,0.0
1602721163136,1,20608.000000,0.0
1602721163386,1,20608.000000,23488.000000
1602721163636,1,10304.000000,0.0
1602721163886,1,25760.000000,0.0
1602721164136,1,5152.000000,0.0
1602721164386,1,5152.000000,0.0
1602721164636,1,15456.000000,23488.000000
1602721164886,1,5152.000000,0.0
1602721165136,1,20608.000000,0.0
1602721165386,1,10304.000000,23488.000000
1602721165636,1,25760.000000,0.0
1602721165886,1,5152.000000,0.0
1602721166136,1,10304.000000,0.0
1602721166386,1,10304.000000,23488.000000
1602721166636,1,5152.000000,0.0
1602721166886,1,15456.000000,0.0
1602721167136,1,20608.000000,0.0
1602721167386,1,5152.000000,23488.000000
1602721167636,1,10304.000000,0.0
1602721167886,1,15456.000000,0.0
1602721168136,1,5152.000000,0.0
1602721168386,1,5152.000000,0.0
1602721168636,1,5152.000000,23488.000000
1602721168886,1,15456.000000,0.0
1602721169136,1,5152.000000,0.0
1602721169386,1,5152.000000,23488.000000
1602721169636,1,15456.000000,0.0
1602721169886,1,41216.000000,0.0
1602721170136,1,20608.000000,0.0
1602721170386,1,5152.000000,0.0
1602721170636,1,0.0,0.0
1602721170886,1,20608.000000,23488.000000
1602721171136,1,10304.000000,0.0
1602721171386,1,5152.000000,0.0
1602721171636,1,10464.000000,23488.000000
1602721171886,1,10304.000000,0.0
1602721172136,1,15456.000000,0.0
1602721172386,1,15456.000000,23488.000000
1602721172636,1,10304.000000,0.0
1602721172886,1,10304.000000,0.0
1602721173136,1,5152.000000,0.0
1602721173386,1,0.0,0.0
1602721173636,1,5152.000000,0.0
1602721173886,1,20608.000000,23488.000000
1602721174136,1,10304.000000,0.0
1602721174386,1,15456.000000,0.0
1602721174636,1,10304.000000,23488.000000
1602721174886,1,0.0,0.0
1602721175136,1,15456.000000,0.0
1602721175386,1,5152.000000,0.0
1602721175636,1,10304.000000,23488.000000
1602721175886,1,15456.000000,0.0
1602721176136,1,5152.000000,0.0
1602721176386,1,15456.000000,23488.000000
1602721176636,1,0.0,0.0
1602721176886,1,15456.000000,0.0
1602721177136,1,17088.000000,0.0
1602721177386,1,15456.000000,23488.000000
1602721177636,1,5152.000000,17056.000000
1602721177886,1,5152.000000,0.0
1602721178136,1,15456.000000,0.0
1602721178386,1,5152.000000,23488.000000
1602721178636,1,5152.000000,0.0
1602721178886,1,15456.000000,0.0
1602721179136,1,20608.000000,0.0
1602721179386,1,22240.000000,23488.000000
1602721179636,1,10304.000000,0.0
1602721179886,1,20608.000000,0.0
1602721180136,1,5152.000000,0.0
1602721180386,1,20608.000000,23488.000000
1602721180636,1,5152.000000,0.0
1602721180886,1,10304.000000,0.0
1602721181136,1,20608.000000,0.0
1602721181386,1,10304.000000,0.0
1602721181636,1,10304.000000,0.0
1602721181886,1,0.0,23488.000000
1602721182136,1,0.0,0.0
1602721182386,3,8000.000000,2999.295166
1602721182637,10,20491.421875,35029.496094
1602721182887,14,25218.708984,135842.718750
1602721183136,13,38432.000000,315456.000000
1602721183387,12,149024.000000,521408.000000
1602721183637,11,444288.000000,845920.000000
1602721183886,10,693888.000000,520096.000000
1602721184136,10,129568.000000,563968.000000
1602721184386,10,142464.000000,18368.000000
1602721184636,10,166944.000000,21952.000000
1602721184886,10,153024.000000,213728.000000
1602721185136,10,174848.000000,35424.000000
1602721185386,10,137696.000000,0.0
1602721185636,10,150048.000000,51744.000000
1602721185886,10,207520.000000,40544.000000
1602721186136,10,117248.000000,104096.000000
1602721186386,10,182080.000000,9568.000000
1602721186636,10,216256.000000,136128.000000
1602721186886,10,242720.000000,88576.000000
1602721187136,10,190176.000000,23488.000000
1602721187386,10,275680.000000,0.0
1602721187636,10,149792.000000,40832.000000
1602721187886,10,270816.000000,167136.000000
1602721188136,10,260160.000000,68608.000000
1602721188386,10,307424.000000,23488.000000
1602721188636,10,207424.000000,23488.000000
1602721188886,10,171104.000000,167776.000000
1602721189136,10,174816.000000,147264.000000
1602721189386,10,211936.000000,24000.000000
1602721189636,10,127936.000000,89696.000000
1602721189886,10,288096.000000,103968.000000
1602721190136,10,251488.000000,48384.000000
1602721190386,10,233440.000000,0.0
1602721190636,10,169184.000000,42112.000000
1602721190886,10,130752.000000,115776.000000
1602721191136,10,255392.000000,137024.000000
1602721191386,10,179904.000000,18368.000000
1602721191636,10,231968.000000,32864.000000
1602721191886,10,234656.000000,112608.000000
1602721192136,10,240192.000000,37728.000000
1602721192386,10,90656.000000,0.0
1602721192636,10,132576.000000,34176.000000
1602721192886,10,94016.000000,21952.000000
1602721193137,10,142496.000000,59296.000000
1602721193386,10,307200.000000,61504.000000
1602721193636,10,137824.000000,16320.000000
1602721193886,10,145728.000000,21952.000000
1602721194136,10,226656.000000,99744.000000
1602721194386,10,108512.000000,18368.000000
1602721194636,10,196224.000000,23488.000000
1602721194886,10,128768.000000,128768.000000
1602721195136,10,119680.000000,100224.000000
1602721195386,10,200576.000000,0.0
1602721195636,10,201696.000000,157344.000000
1602721195886,10,163136.000000,70464.000000
