Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1602197863598,9,1010123456022,72,,1,0,2,1,0,,5.61538,13,0,0.00504418,5,0,13.25,,7.57143,14,0,0.1,6,16.6667,0,10.7582,31,,6,10,,0,0,0,2.28571
1602197863848,12,1010123456022,72,,1,0,2,1,0,,0,2,0,0.00221687,1,0,8.4,,10.6471,17,0,0.1,6,33.3333,0,12.5369,31,,-22,10,,0,0,0,4.17647
1602197864098,11,1010123456022,72,,1,0,2,1,0,,0,0,0,0,0,0,12.6,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
