Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1602197863598,9,1010123456017,71,,1,1,4,1,0,,22.2732,205,1212,0.40694,75,0,13.2,,12.3519,54,0,0.176353,22,31.8182,0,14.7871,31,,598,222,,0,0,0,3.98148
1602197863848,12,1010123456017,71,,1,1,4,1,0,,22.6957,253,12975,0.615679,103,0,13,,0,0,0,0,0,0,0,0,0,,-112,304,,0,0,0,0
1602197864098,11,1010123456017,71,,1,1,4,1,0,,23.4821,251,23113,0.669141,103,0,13,,0,0,0,0,0,0,0,0,0,,-250,314,,0,0,0,0
