time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached
0,0,0,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0,1,3400,-65,65,1544.078125,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0,1,3400,-65,65,1657.444580,1.5,24,0.33,2912.000000,0,0.0,0.0,33,224,0,0.0,0.0,0.0,1.0
1494,0,1,3400,-65,65,1664.804565,2.5,24,0.50,0.0,0.0,27,0.0,33,0.0,0.0,0.0,0.0,0.0,1.0
1743,0,1,3400,-65,65,1659.235474,3.0,24,0.50,5024.000000,0,27,7.4,12,74016.000000,6,0.0,0.0,0.0,1.0
1992,0,1,3400,-65,65,1665.036621,4.8,23,0.50,4608.000000,0,27,9.2,0.0,46720.000000,7,0.0,0.0,0.0,1.0
2241,0,1,3400,-65,65,1670.960327,18,23,0.50,876224.000000,0,27,6.0,0.0,144256.000000,33,0.0,0.0,0.0,1.0
2490,0,1,3400,-65,65,1663.187744,19,23,0.50,992992.000000,0,27,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2739,0,1,3400,-65,65,1664.421509,20,23,0.53,981408.000000,0.5,27,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2988,0,1,3400,-66,66,1672.928223,19,23,0.50,992992.000000,0,27,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3237,0,1,3400,-66,66,1664.428467,19,22,0.50,988224.000000,0,27,6.2,0.0,30400.000000,17,0.0,0.0,0.0,1.0
3486,0,1,3400,-66,66,1661.874390,19,22,0.50,993984.000000,0,27,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3735,0,1,3400,-66,66,1668.551758,19,22,0.50,994944.000000,0,27,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3984,0,1,3400,-66,66,1670.051636,19,22,0.50,993536.000000,0,27,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4233,0,1,3400,-66,66,1667.391724,14,22,0.55,911072.000000,0,27,2.9,0.0,39360.000000,62,0.0,0.0,0.0,1.0
4482,0,1,3400,-66,66,1667.584839,20,22,0.50,1065920.000000,0,27,0.036,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4731,0,1,3400,-66,66,1663.867798,18,22,0.50,912320.000000,0,27,0.036,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4980,0,1,3400,-67,67,1672.058716,18,22,0.50,1067360.000000,0,27,0.036,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5229,0,1,3400,-67,67,1666.616211,13,22,0.50,770144.000000,0,27,0.036,0.0,26080.000000,27,0.0,0.0,0.0,1.0
5478,0,1,3400,-67,67,1669.545776,15,21,0.51,850240.000000,0,27,0.072,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5727,0,1,3400,-67,67,1665.191040,21,21,0.58,1313952.000000,0,27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5976,0,1,3400,-68,68,1661.096313,19,21,0.51,985536.000000,0,27,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6225,0,1,3400,-68,68,1656.432373,14,21,0.55,669248.000000,0,27,4.3,0.0,80928.000000,35,0.0,0.0,0.0,1.0
6474,0,1,3400,-68,68,1660.479248,19,21,0.78,723392.000000,0,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6723,0,1,3400,-68,68,1659.814819,17,20,0.51,537664.000000,0,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6972,0,1,3400,-68,68,1660.014648,19,20,0.81,430272.000000,0,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7221,0,1,3400,-68,68,1665.227905,15,20,0.54,365728.000000,0,27,1.7,0.0,22592.000000,46,0.0,0.0,0.0,1.0
7470,0,1,3400,-68,68,1665.457642,18,20,0.58,328096.000000,0,27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7719,0,1,3400,-68,68,1661.076294,17,20,1.1,327328.000000,1,27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7968,0,1,3400,-68,68,1653.811523,16,20,0.50,465728.000000,0,27,0.036,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8217,0,1,3400,-68,68,1656.506470,16,21,0.50,512960.000000,0,27,3.4,0.0,10208.000000,56,0.0,0.0,0.0,1.0
8466,0,1,3400,-68,68,1657.352417,17,21,0.50,391968.000000,0,27,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8715,0,1,3400,-67,67,1663.950684,18,21,0.50,525504.000000,0,27,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8964,0,1,3400,-67,67,1667.162476,18,21,0.50,359424.000000,0,27,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9213,0,1,3400,-67,67,1665.947510,18,22,0.50,472928.000000,0,27,2.1,0.0,24736.000000,46,0.0,0.0,0.0,1.0
9462,0,1,3400,-67,67,1661.283569,18,22,0.50,617856.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9711,0,1,3400,-66,66,1657.867798,17,22,0.50,72544.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9960,0,1,3400,-67,67,1658.969604,18,22,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10209,0,1,3400,-67,67,1656.648193,18,22,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10458,0,1,3400,-67,67,1663.227417,18,22,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10707,0,1,3400,-67,67,1663.218384,18,22,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10956,0,1,3400,-67,67,1664.652588,18,21,0.50,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
