time,nof_ue,dl_brate,ul_brate
1602353193150,0,0.0,0.0
1602353193399,0,0.0,0.0
1602353193649,0,0.0,0.0
1602353193899,0,0.0,0.0
1602353194149,0,0.0,0.0
1602353194399,0,0.0,0.0
1602353194649,0,0.0,0.0
1602353194899,0,0.0,0.0
1602353195149,0,0.0,0.0
1602353195399,0,0.0,0.0
1602353195649,0,0.0,0.0
1602353195899,0,0.0,0.0
1602353196149,0,0.0,0.0
1602353196399,0,0.0,0.0
1602353196649,0,0.0,0.0
1602353196899,0,0.0,0.0
1602353197149,0,0.0,0.0
1602353197399,0,0.0,0.0
1602353197649,0,0.0,0.0
1602353197899,0,0.0,0.0
1602353198149,0,0.0,0.0
1602353198399,0,0.0,0.0
1602353198649,0,0.0,0.0
1602353198899,0,0.0,0.0
1602353199149,0,0.0,0.0
1602353199399,0,0.0,0.0
1602353199649,0,0.0,0.0
1602353199899,0,0.0,0.0
1602353200149,0,0.0,0.0
1602353200399,0,0.0,0.0
1602353200649,0,0.0,0.0
1602353200899,0,0.0,0.0
1602353201149,0,0.0,0.0
1602353201399,0,0.0,0.0
1602353201649,0,0.0,0.0
1602353201899,0,0.0,0.0
1602353202149,0,0.0,0.0
1602353202399,0,0.0,0.0
1602353202649,0,0.0,0.0
1602353202899,0,0.0,0.0
1602353203149,0,0.0,0.0
1602353203399,0,0.0,0.0
1602353203649,0,0.0,0.0
1602353203899,0,0.0,0.0
1602353204149,0,0.0,0.0
1602353204399,0,0.0,0.0
1602353204649,0,0.0,0.0
1602353204899,0,0.0,0.0
1602353205149,0,0.0,0.0
1602353205399,0,0.0,0.0
1602353205649,0,0.0,0.0
1602353205899,0,0.0,0.0
1602353206149,0,0.0,0.0
1602353206399,0,0.0,0.0
1602353206649,0,0.0,0.0
1602353206899,0,0.0,0.0
1602353207149,0,0.0,0.0
1602353207399,0,0.0,0.0
1602353207649,0,0.0,0.0
1602353207899,0,0.0,0.0
1602353208149,0,0.0,0.0
1602353208399,0,0.0,0.0
1602353208649,0,0.0,0.0
1602353208899,0,0.0,0.0
1602353209149,0,0.0,0.0
1602353209399,0,0.0,0.0
1602353209649,0,0.0,0.0
1602353209899,0,0.0,0.0
1602353210149,0,0.0,0.0
1602353210399,0,0.0,0.0
1602353210649,0,0.0,0.0
1602353210899,0,0.0,0.0
1602353211149,0,0.0,0.0
1602353211399,0,0.0,0.0
1602353211649,0,0.0,0.0
1602353211899,0,0.0,0.0
1602353212149,0,0.0,0.0
1602353212399,0,0.0,0.0
1602353212649,0,0.0,0.0
1602353212899,0,0.0,0.0
1602353213149,0,0.0,0.0
1602353213399,0,0.0,0.0
1602353213649,0,0.0,0.0
1602353213899,0,0.0,0.0
1602353214149,0,0.0,0.0
1602353214399,0,0.0,0.0
1602353214649,0,0.0,0.0
1602353214899,0,0.0,0.0
1602353215149,0,0.0,0.0
1602353215399,0,0.0,0.0
1602353215649,0,0.0,0.0
1602353215899,0,0.0,0.0
1602353216149,0,0.0,0.0
1602353216399,0,0.0,0.0
1602353216649,0,0.0,0.0
1602353216899,0,0.0,0.0
1602353217149,0,0.0,0.0
1602353217399,0,0.0,0.0
1602353217649,0,0.0,0.0
1602353217899,0,0.0,0.0
1602353218149,0,0.0,0.0
1602353218399,0,0.0,0.0
1602353218649,0,0.0,0.0
1602353218899,0,0.0,0.0
1602353219150,6,8183.078125,1777.895508
1602353219400,9,13825.108398,70689.234375
1602353219650,10,28278.857422,408026.000000
1602353219900,10,31936.000000,372000.000000
1602353220150,10,82336.000000,319936.000000
1602353220400,10,89568.000000,443232.000000
1602353220650,10,295680.000000,465248.000000
1602353220900,10,1147968.000000,253824.000000
1602353221150,10,1218560.000000,151168.000000
1602353221400,10,1362432.000000,28160.000000
1602353221650,10,1268576.000000,158080.000000
1602353221900,10,1987040.000000,167072.000000
1602353222150,10,1962688.000000,30016.000000
1602353222400,10,1853696.000000,62272.000000
1602353222650,10,1439392.000000,32192.000000
1602353222900,10,2547296.000000,55936.000000
1602353223150,10,2042304.000000,0.0
1602353223400,10,2028864.000000,65888.000000
1602353223650,10,1768800.000000,30912.000000
1602353223900,10,2241824.000000,55136.000000
1602353224150,10,2507648.000000,0.0
1602353224400,10,1906912.000000,55200.000000
1602353224650,10,1309120.000000,29344.000000
1602353224900,10,1373792.000000,59904.000000
1602353225150,10,2789824.000000,2592.000000
1602353225400,10,2102624.000000,57248.000000
1602353225650,10,1851840.000000,28448.000000
1602353225900,10,2031488.000000,56416.000000
1602353226150,10,1406944.000000,0.0
1602353226400,10,1780576.000000,55584.000000
1602353226650,10,2280736.000000,27488.000000
1602353226900,10,2055040.000000,51584.000000
1602353227150,10,2132544.000000,6912.000000
1602353227400,10,1743200.000000,54976.000000
1602353227650,10,2785280.000000,28448.000000
1602353227900,10,2305216.000000,67968.000000
1602353228150,10,1666336.000000,0.0
1602353228400,10,2204032.000000,61184.000000
1602353228650,10,1961568.000000,28448.000000
1602353228900,10,1957280.000000,47424.000000
1602353229150,10,2448992.000000,0.0
1602353229400,10,2551968.000000,58368.000000
1602353229650,10,2013696.000000,30016.000000
1602353229900,10,2228384.000000,49280.000000
1602353230150,10,2426976.000000,0.0
1602353230400,10,1969696.000000,56032.000000
1602353230650,10,2211360.000000,24416.000000
1602353230900,10,2016640.000000,53024.000000
1602353231150,10,2331968.000000,0.0
1602353231400,10,2501600.000000,65056.000000
1602353231650,10,2581408.000000,31584.000000
1602353231900,10,2628576.000000,43936.000000
1602353232150,10,2207104.000000,13184.000000
1602353232400,10,2093408.000000,60928.000000
1602353232650,10,1832096.000000,26880.000000
1602353232900,10,2051652.125000,68935.453125
1602353233150,10,2406790.250000,0.0
1602353233400,10,2166016.000000,61952.000000
1602353233650,10,2135264.000000,30016.000000
1602353233900,10,2242080.000000,52384.000000
1602353234150,10,2606144.000000,0.0
1602353234400,10,2246528.000000,57568.000000
1602353234650,10,2310432.000000,35616.000000
1602353234900,10,2431648.000000,58944.000000
1602353235150,10,2683264.000000,0.0
1602353235400,10,2340928.000000,57184.000000
1602353235650,10,1893280.000000,30016.000000
1602353235900,10,2596352.000000,46048.000000
1602353236150,10,2530336.000000,25152.000000
1602353236400,10,2612960.000000,57056.000000
1602353236650,10,2732992.000000,0.0
1602353236900,10,2487744.000000,82784.000000
1602353237150,10,2958880.000000,0.0
1602353237400,10,2313863.500000,59919.675781
1602353237650,10,2439585.750000,28334.662109
1602353237900,10,2313952.000000,25536.000000
1602353238150,10,2374784.000000,15776.000000
1602353238400,10,2350720.000000,54880.000000
1602353238650,10,2504512.000000,31584.000000
1602353238900,10,2559968.000000,46016.000000
1602353239150,10,2264352.000000,13760.000000
1602353239400,10,2529920.000000,62496.000000
1602353239650,10,2175776.000000,34048.000000
1602353239900,10,2483968.000000,54400.000000
1602353240150,10,2360963.750000,0.0
1602353240400,10,2172047.750000,57752.988281
1602353240650,10,2124608.000000,29792.000000
1602353240900,10,2298560.000000,57536.000000
1602353241150,10,2684096.000000,0.0
1602353241400,10,1770976.000000,63200.000000
1602353241650,10,2496448.000000,30016.000000
1602353241900,10,2326912.000000,64800.000000
1602353242150,10,2626400.000000,0.0
1602353242400,10,2530368.000000,56288.000000
1602353242650,10,2566016.000000,27552.000000
1602353242900,10,2550848.000000,36384.000000
1602353243150,10,2580160.000000,15424.000000
1602353243400,10,2518976.000000,63392.000000
1602353243650,10,1903200.000000,0.0
1602353243900,10,2380416.000000,78624.000000
1602353244150,10,2700224.000000,0.0
1602353244400,10,1577024.000000,136480.000000
1602353244650,10,2395904.000000,0.0
1602353244900,10,2671104.000000,76352.000000
1602353245150,10,2275936.000000,10784.000000
1602353245400,10,2373184.000000,44832.000000
1602353245650,10,2892256.000000,30016.000000
1602353245900,10,1736960.000000,40896.000000
1602353246150,10,2895968.000000,0.0
1602353246400,10,3772596.250000,66891.570312
1602353246650,10,3056639.000000,28448.000000
1602353246900,10,2518720.000000,54752.000000
1602353247150,10,2414336.000000,0.0
1602353247400,10,2653120.000000,55712.000000
1602353247650,10,2289504.000000,37856.000000
1602353247900,10,2533472.000000,40640.000000
1602353248150,9,2363136.000000,14400.000000
1602353248400,9,2531904.000000,61856.000000
1602353248650,9,2606080.000000,0.0
1602353248900,9,2756032.000000,66912.000000
1602353249150,9,2676448.000000,17248.000000
