time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached
0,0,0,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0,1,3400,-56,56,-29,1.1,30,0.26,1888.000000,0,0.0,0.0,0.0,224,0,0.0,0.0,0.0,0.0
1494,0,1,3400,-56,56,-34,2.5,31,0.49,4064.000000,0,27,3.4,21,38400.000000,0,0.0,0.0,0.0,1.0
1743,0,1,3400,-56,56,-34,7.3,31,0.50,6080.000000,0,27,11,0.0,82016.000000,5,0.0,0.0,0.0,1.0
1992,0,1,3400,-56,56,-33,27,31,1.0,411712.000000,0,27,11,0.0,344544.000000,5,0.0,0.0,0.0,1.0
2241,0,1,3400,-56,56,-34,28,31,1.1,318624.000000,0,27,12,0.0,17056.000000,33,0.0,0.0,0.0,1.0
2490,0,1,3400,-56,56,-37,28,31,0.91,130240.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2739,0,1,3400,-56,56,-41,28,30,0.81,152128.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2988,0,1,3400,-56,56,-39,28,30,0.88,140832.000000,0,27,13,0.0,25536.000000,0,0.0,0.0,0.0,1.0
3237,0,1,3400,-56,56,-38,28,30,0.82,108896.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3486,0,1,3400,-56,56,-37,28,30,0.57,144416.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3735,0,1,3400,-56,56,-37,24,30,0.50,122208.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3984,0,1,3400,-56,56,-38,20,30,0.51,84960.000000,0,27,6.0,0.0,23136.000000,0,0.0,0.0,0.0,1.0
4233,0,1,3400,-56,56,-37,28,30,0.59,112128.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4482,0,1,3400,-56,56,-38,28,30,0.50,118400.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4731,0,1,3400,-56,56,-42,25,30,0.51,83936.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4980,0,1,3400,-56,56,-37,24,30,0.61,152448.000000,0,27,7.7,0.0,56576.000000,0,0.0,0.0,0.0,1.0
5229,0,1,3400,-56,56,-38,26,30,0.56,107072.000000,0,27,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5478,0,1,3400,-56,56,-38,28,30,0.56,155824.703125,0,27,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5727,0,1,3400,-56,56,-36,24,29,0.50,113504.000000,0,27,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5976,0,1,3400,-56,56,-36,23,29,0.58,91424.000000,0,27,14,0.0,36416.000000,0,0.0,0.0,0.0,1.0
6225,0,1,3400,-56,56,-39,28,29,0.54,121632.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6474,0,1,3400,-56,56,-42,27,29,0.66,130432.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6723,0,1,3400,-56,56,-41,28,30,0.61,133120.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6972,0,1,3400,-56,56,-37,20,30,0.50,60928.000000,0,27,12,0.0,36416.000000,0,0.0,0.0,0.0,1.0
7221,0,1,3400,-56,56,-37,27,30,0.68,97952.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7470,0,1,3400,-56,56,-37,28,30,0.50,63328.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7719,0,1,3400,-56,56,-39,22,30,0.58,87232.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7968,0,1,3400,-56,56,-39,25,30,0.51,55168.000000,0,27,14,0.0,117344.000000,50,0.0,0.0,0.0,1.0
8217,0,1,3400,-56,56,-33,23,30,0.50,95872.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8466,0,1,3400,-56,56,-33,28,30,0.55,90112.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8715,0,1,3400,-56,56,-33,28,30,0.56,116608.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8964,0,1,3400,-56,56,-40,18,31,0.50,71072.000000,0,27,15,0.0,2592.000000,0,0.0,0.0,0.0,1.0
9213,0,1,3400,-56,56,-39,28,30,0.70,125760.000000,0,27,12,0.0,1024.000000,80,0.0,0.0,0.0,1.0
9462,0,1,3400,-56,56,-37,28,30,0.50,144416.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9711,0,1,3400,-56,56,-35,28,30,0.54,134912.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9960,0,1,3400,-56,56,-34,21,30,0.59,83136.000000,0,27,12,0.0,2592.000000,44,0.0,0.0,0.0,1.0
10209,0,1,3400,-56,56,-36,28,30,0.62,143520.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10458,0,1,3400,-56,56,-40,28,30,0.58,195904.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10707,0,1,3400,-56,56,-33,26,30,0.57,107744.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10956,0,1,3400,-56,56,-39,27,30,0.50,77504.000000,0,27,8.1,0.0,26656.000000,20,0.0,0.0,0.0,1.0
11205,0,1,3400,-56,56,-36,27,30,0.50,194560.000000,0,27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11454,0,1,3400,-56,56,-38,27,30,0.53,106752.000000,0,27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11703,0,1,3400,-56,56,-39,28,30,0.53,184064.000000,0,27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
