time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached
0,0,0,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0,1,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0,1,3400,-60,60,242,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0,1,3400,-60,60,184,1.7,27,0.39,2944.000000,0,0.0,0.0,33,224,0,0.0,0.0,0.0,1.0
1494,0,1,3400,-60,60,180,2.0,27,0.50,1856.000000,0,27,1.3,24,19392.000000,0,0.0,0.0,0.0,1.0
1743,0,1,3400,-60,60,179,3.2,26,0.50,2624.000000,0,27,12,12,57088.000000,0,0.0,0.0,0.0,1.0
1992,0,1,3400,-60,60,180,2.9,26,0.50,4225.806641,0,27,12,0.0,29096.773438,0,0.0,0.0,0.0,1.0
2240,0,1,3400,-60,60,182,4.6,25,0.50,28698.412109,0,27,11,214,44857.144531,25,0.0,0.0,0.0,1.0
2489,0,1,3400,-60,60,180,6.8,25,0.50,40640.000000,0,27,9.5,0.0,121216.000000,0,0.0,0.0,0.0,1.0
2738,0,1,3400,-60,60,183,9.5,24,0.50,54816.000000,0,27,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2987,0,1,3400,-60,60,182,18,24,0.50,20608.000000,0,27,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3236,0,1,3400,-60,60,180,16,24,0.50,21195.218750,0,27,9.6,0.0,0.0,80,0.0,0.0,0.0,1.0
3485,0,1,3400,-60,60,180,13,25,0.62,37184.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3734,0,1,3400,-60,60,179,16,24,0.56,41216.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3983,0,1,3400,-60,60,181,19,25,0.64,46208.000000,0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4232,0,1,3400,-60,60,184,12,24,0.50,46176.000000,0,27,9.1,0.0,11616.000000,0,0.0,0.0,0.0,1.0
4481,0,1,3400,-60,60,179,17,24,0.54,26304.000000,11,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4730,0,1,3400,-60,60,182,16,24,0.87,61152.000000,8,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4979,0,1,3400,-60,60,181,14,24,0.50,29152.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5228,0,1,3400,-60,60,182,18,24,0.56,52048.191406,0,27,0.0,0.0,17542.167969,0,0.0,0.0,0.0,1.0
5477,0,1,3400,-60,60,184,14,24,0.65,27904.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5726,0,1,3400,-60,60,181,14,24,0.61,68608.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5975,0,1,3400,-60,60,184,14,24,0.55,31872.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6224,0,1,3400,-60,60,185,12,24,0.50,40096.000000,0,27,0.33,0.0,17472.000000,0,0.0,0.0,0.0,1.0
6473,0,1,3400,-60,60,187,17,24,0.50,57152.000000,0,27,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6722,0,1,3400,-60,60,184,15,24,0.51,64096.000000,0,27,1.00,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6971,0,1,3400,-60,60,181,12,24,0.55,74272.000000,0,27,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7220,0,1,3400,-60,60,179,19,24,0.56,76800.000000,0,27,0.43,0.0,7296.000000,0,0.0,0.0,0.0,1.0
7469,0,1,3400,-60,60,179,10,24,0.50,49440.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7718,0,1,3400,-60,60,184,12,24,0.51,33760.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7967,0,1,3400,-60,60,185,3.1,25,0.50,26752.000000,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8216,0,1,3400,-60,60,187,6.8,24,0.50,55968.000000,0,27,6.1,0.0,74880.000000,23,0.0,0.0,0.0,1.0
8465,0,1,3400,-60,60,182,15,24,0.50,30912.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8714,0,1,3400,-60,60,180,7.2,24,0.50,57760.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8963,0,1,3400,-60,60,178,14,24,0.53,46496.000000,0,27,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9212,0,1,3400,-60,60,183,11,25,0.58,48288.000000,0,27,10,0.0,70432.000000,17,0.0,0.0,0.0,1.0
9461,0,1,3400,-60,60,185,12,25,0.50,49568.000000,0,27,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9710,0,1,3400,-60,60,191,15,24,0.50,46629.480469,0,27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9959,0,1,3400,-60,60,190,12,24,0.51,34272.000000,0,27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10208,0,1,3400,-60,60,190,8.2,24,0.50,24416.000000,0,27,11,0.0,112800.000000,30,0.0,0.0,0.0,1.0
10457,0,1,3400,-60,60,188,14,24,0.50,33888.000000,0,27,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10706,0,1,3400,-60,60,183,16,24,0.65,77600.000000,0,27,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10955,0,1,3400,-60,60,184,11,25,0.66,26912.000000,0,27,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11204,0,1,3400,-60,60,183,11,25,0.58,19296.000000,0,27,13,0.0,0.0,80,0.0,0.0,0.0,1.0
11453,0,1,3400,-60,60,182,9.8,24,0.50,57248.000000,0,27,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11702,0,1,3400,-60,60,185,9.3,24,0.50,16771.083984,0,27,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
